source_id,country,chip_id,is_eog_flare,status,chip_file,crs,clear_fraction,center_clear_fraction,worldcover_valid_fraction,scene_id,scene_datetime,requested_lon,requested_lat,reused_from,error
India_215708,India,6fa07b20eb4ece6d8a15,0,ok,6fa07b20eb4ece6d8a15.npz,EPSG:32644,0.9811,0.9904,1.0,S2B_T44QPK_20240229T051052_L2A,2024-02-29T05:12:39.384000Z,82.68790333333334,22.146213333333332,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_957691,India,2a51e690ab686343b3af,1,ok,2a51e690ab686343b3af.npz,EPSG:32643,0.99765,1.0,1.0,S2B_T42QZK_20241028T055122_L2A,2024-10-28T05:52:59.303000Z,72.85308,21.97673,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_772989,India,2377e6420e8ecd106309,0,ok,2377e6420e8ecd106309.npz,EPSG:32644,1.0,1.0,1.0,S2B_T44QKG_20230309T052025_L2A,2023-03-09T05:23:37.521000Z,79.01727500000001,19.110515,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_786263,India,ab5ded3e11aacbae3e2b,0,ok,ab5ded3e11aacbae3e2b.npz,EPSG:32644,1.0,1.0,1.0,S2B_T43QHE_20221222T052753_L2A,2022-12-22T05:32:45.901000Z,78.01614,22.09315,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_314155,India,546908a83af78c596bc6,1,ok,546908a83af78c596bc6.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.08689133333334,27.37926,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_418808,India,24dbf137a02510afaf08,0,ok,24dbf137a02510afaf08.npz,EPSG:32644,0.975,1.0,1.0,S2A_T44QMG_20221231T050215_L2A,2022-12-31T05:13:29.945000Z,81.08381833333333,19.244601666666668,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_522517,India,c6fdad52a2b277edc2ee,0,ok,c6fdad52a2b277edc2ee.npz,EPSG:32644,0.96215,1.0,1.0,S2A_T44QLM_20240311T053119_L2A,2024-03-11T05:32:13.255000Z,79.29739,23.90948,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_452915,India,641362dd5802a881344b,1,ok,641362dd5802a881344b.npz,EPSG:32647,0.9988,0.9992,1.0,S2B_T46RGR_20230110T041711_L2A,2023-01-10T04:20:47.908000Z,96.03696294117648,27.55996705882353,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_752974,India,5c3656b9a1ce7170fb3f,0,ok,5c3656b9a1ce7170fb3f.npz,EPSG:32644,0.9995,1.0,1.0,S2A_T44QMD_20230410T050908_L2A,2023-04-10T05:14:15.046000Z,81.02437499999999,16.665545,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_58175,India,71b6a84f059455be48a4,0,ok,71b6a84f059455be48a4.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43RFP_20231115T053059_L2A,2023-11-15T05:40:36.150000Z,76.21126,30.232866666666666,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_465303,India,2b0192d7e83d10cb5bfd,1,ok,2b0192d7e83d10cb5bfd.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.33665,27.37915,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_625957,India,4e3fa006ef4bf60c67e6,0,ok,4e3fa006ef4bf60c67e6.npz,EPSG:32644,0.9998,1.0,1.0,S2B_T44QKF_20230528T051854_L2A,2023-05-28T05:23:52.474000Z,78.872575,18.642204999999997,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_830693,India,6de7ebd461954957e467,0,ok,6de7ebd461954957e467.npz,EPSG:32643,0.872075,0.8224,1.0,S2B_T43QEA_20230114T053155_L2A,2023-01-14T05:43:45.265000Z,75.18803,18.103650000000002,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_549068,India,033275d13d9315a649ba,1,ok,033275d13d9315a649ba.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFQ_20231114T042757_L2A,2023-11-14T04:31:04.038000Z,94.69468,26.81288,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_280220,India,88917668a6073201ae07,0,ok,88917668a6073201ae07.npz,EPSG:32644,0.9999,1.0,1.0,S2A_T44QNG_20230410T050908_L2A,2023-04-10T05:13:27.997000Z,81.1428325,19.35409,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_163008,India,7597ad3a570a7e56773f,0,ok,7597ad3a570a7e56773f.npz,EPSG:32644,1.0,1.0,1.0,S2B_T43QHF_20221222T052753_L2A,2022-12-22T05:32:31.298000Z,78.03086333333333,22.886476666666667,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_318477,India,d0c53d2723fcc767563b,1,ok,d0c53d2723fcc767563b.npz,EPSG:32643,0.9974,1.0,1.0,S2B_T42QZK_20241028T055122_L2A,2024-10-28T05:52:59.303000Z,72.77879875,21.89113625,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_632490,India,577096907095104c238b,0,ok,577096907095104c238b.npz,EPSG:32646,0.9494,1.0,1.0,S2B_T46RDN_20240210T043557_L2A,2024-02-10T04:41:36.557000Z,92.43181285714286,25.153337142857144,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_362144,India,9a189f56b32ff92b162c,0,ok,9a189f56b32ff92b162c.npz,EPSG:32644,1.0,1.0,1.0,S2A_T44QNM_20230212T051514_L2A,2023-02-12T05:22:08.973000Z,81.758702,23.634676,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_699373,India,d54909c248df166399ba,1,ok,d54909c248df166399ba.npz,EPSG:32643,1.0,1.0,1.0,S2B_T42QZK_20241028T055122_L2A,2024-10-28T05:52:59.303000Z,72.93405800000001,22.165438,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_706746,India,80e5adbd89877ac2c07a,0,ok,80e5adbd89877ac2c07a.npz,EPSG:32644,0.9708,0.9976,1.0,S2B_T44QMJ_20230128T052242_L2A,2023-01-28T05:22:55.513000Z,80.68467,21.60774,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_706371,India,8c504fae654676cb348f,0,ok,8c504fae654676cb348f.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43QFC_20221225T053233_L2A,2022-12-25T05:43:16.091000Z,76.03376,20.45325,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_221309,India,076d1ac53f93bf41bd4c,1,ok,076d1ac53f93bf41bd4c.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.42329760273974,27.47001897260274,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_169469,India,8bea785523c5d2add494,0,ok,8bea785523c5d2add494.npz,EPSG:32643,1.0,1.0,1.0,S2C_T43RFN_20241030T054121_L2A,2024-10-30T05:41:27.361000Z,77.02562666666667,28.884743333333333,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_678165,India,598929d49f488f7a7e2c,0,ok,598929d49f488f7a7e2c.npz,EPSG:32644,0.9996,1.0,1.0,S2B_T44QMJ_20230128T052242_L2A,2023-01-28T05:22:55.513000Z,80.42723000000001,20.843335,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_859466,India,10d478966b59c6f00267,1,ok,10d478966b59c6f00267.npz,EPSG:32643,0.9997,1.0,1.0,S2A_T43QBF_20230303T054445_L2A,2023-03-03T05:52:40.024000Z,72.564078,22.807608,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_45151,India,aa8e46d034e60e8241e4,0,ok,aa8e46d034e60e8241e4.npz,EPSG:32643,0.9984,1.0,1.0,S2A_T43RFN_20241010T053314_L2A,2024-10-10T05:40:49.211000Z,76.2993975,29.7044775,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_954923,India,d47117c66c8e1602aee3,0,ok,d47117c66c8e1602aee3.npz,EPSG:32643,0.9999,1.0,1.0,S2A_T43QCG_20231029T053935_L2A,2023-10-29T05:52:24.697000Z,73.57537500000001,24.21767,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_785025,India,c058656dbcdedec03f8b,1,ok,c058656dbcdedec03f8b.npz,EPSG:32642,1.0,1.0,1.0,S2A_T42RWQ_20230217T055928_L2A,2023-02-17T06:11:42.973000Z,69.56131722222221,26.82213388888889,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_194148,India,7f52c27af62fac1f749d,0,ok,7f52c27af62fac1f749d.npz,EPSG:32645,1.0,1.0,1.0,S2A_T45QVE_20240329T044409_L2A,2024-03-29T04:52:30.899000Z,86.9717575,22.3287875,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_191648,India,e5e9eb0e7716bc8d58fc,0,ok,e5e9eb0e7716bc8d58fc.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46REQ_20230108T042807_L2A,2023-01-08T04:31:07.023000Z,93.185365,26.58585,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_722652,India,10cf23d60e6b6f8e05a2,1,ok,10cf23d60e6b6f8e05a2.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.37802450000001,27.438323500000003,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_60586,India,aa1c9e01b681909fac0e,0,ok,aa1c9e01b681909fac0e.npz,EPSG:32643,0.99,1.0,1.0,S2A_T43RDP_20241013T054552_L2A,2024-10-13T05:50:38.943000Z,74.29496,30.72235,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_122017,India,e2168864441265213f30,0,ok,e2168864441265213f30.npz,EPSG:32646,0.9811,1.0,1.0,S2B_T46RCN_20220322T043718_L2A,2022-03-22T04:41:37.677000Z,91.6997425,25.2695375,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_387242,India,b5b1dbaec58b475a0843,1,ok,b5b1dbaec58b475a0843.npz,EPSG:32644,0.9954,1.0,1.0,S2B_T44QND_20230306T051219_L2A,2023-03-06T05:14:14.542000Z,81.288845,16.364964999999998,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_65931,India,75d696a162e161bc14e7,0,ok,75d696a162e161bc14e7.npz,EPSG:32644,0.9038,0.8304,1.0,S2A_T44PLV_20240308T052226_L2A,2024-03-08T05:25:11.843000Z,79.30569833333332,13.149265,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_240760,India,95f176a9cf0fab2ecff2,0,ok,95f176a9cf0fab2ecff2.npz,EPSG:32644,0.9895,1.0,1.0,S2B_T44QNJ_20240323T051727_L2A,2024-03-23T05:22:54.637000Z,81.03201,20.99745,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_446842,India,4f9e3606783d6b1a3a0e,1,ok,4f9e3606783d6b1a3a0e.npz,EPSG:32643,1.0,1.0,1.0,S2B_T42QZJ_20221218T054234_L2A,2022-12-18T05:53:08.056000Z,72.655804,21.091876,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_175979,India,4dd8c82797e7e68bd778,0,ok,4dd8c82797e7e68bd778.npz,EPSG:32643,1.0,1.0,1.0,S2A_T43RFP_20231115T053059_L2A,2023-11-15T05:40:36.150000Z,76.769025,30.51294,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_143053,India,39a75b72f3fde34f566d,0,ok,39a75b72f3fde34f566d.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46QEM_20230408T042946_L2A,2023-04-08T04:31:52.104000Z,93.98047,24.2074,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_742303,India,bc1a841c4e38ba487140,1,ok,bc1a841c4e38ba487140.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.52865,27.46911,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_827555,India,2298f727894cb2611903,0,ok,2298f727894cb2611903.npz,EPSG:32643,0.9999,1.0,1.0,S2A_T43RGH_20230208T054008_L2A,2023-02-08T05:42:00.308000Z,77.20278,25.00082,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_417615,India,a9bcd52638a16cf838ee,0,ok,a9bcd52638a16cf838ee.npz,EPSG:32643,1.0,1.0,1.0,S2B_T43SER_20231024T054204_L2A,2023-10-24T05:50:09.011000Z,75.28992666666666,32.05078666666667,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_723152,India,749a8696220ec1faf70a,1,ok,749a8696220ec1faf70a.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RFQ_20231114T042757_L2A,2023-11-14T04:31:04.038000Z,94.88131,27.03863,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_984143,India,2dd3942349d6cf94080f,0,ok,2dd3942349d6cf94080f.npz,EPSG:32644,0.9998,1.0,1.0,S2B_T44RMP_20240323T051727_L2A,2024-03-23T05:21:45.515000Z,80.51528333333333,25.433163333333336,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_249255,India,76541ba994cd4d7cc327,0,ok,76541ba994cd4d7cc327.npz,EPSG:32644,0.9997,1.0,1.0,S2A_T44QNM_20230212T051514_L2A,2023-02-12T05:22:08.973000Z,81.3052,24.3336,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_303546,India,025c8062a4a30d12921d,1,ok,025c8062a4a30d12921d.npz,EPSG:32644,0.9715,0.9472,1.0,S2B_T44PLT_20240916T051515_L2A,2024-09-16T05:15:43.372000Z,79.3062895,10.812560000000001,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_983837,India,9ae3163c5e1301a5aea6,0,ok,9ae3163c5e1301a5aea6.npz,EPSG:32644,0.9998,1.0,1.0,S2B_T44RKQ_20240425T052817_L2A,2024-04-25T05:31:32.187000Z,79.06719,26.75981,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_974824,India,93053e07501774bd4c14,0,ok,93053e07501774bd4c14.npz,EPSG:32644,1.0,1.0,1.0,S2B_T44RNN_20240313T052012_L2A,2024-03-13T05:21:53.557000Z,81.50927,24.82799,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_741767,India,5c2b827a0fa237f64549,1,ok,5c2b827a0fa237f64549.npz,EPSG:32642,1.0,1.0,1.0,S2A_T42RWQ_20230217T055928_L2A,2023-02-17T06:11:42.973000Z,69.71488787234043,27.034558297872344,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_982216,India,af0db7ccf587c1db1f18,0,ok,af0db7ccf587c1db1f18.npz,EPSG:32645,1.0,1.0,1.0,S2A_T45QWF_20231130T044552_L2A,2023-11-30T04:52:09.490000Z,87.57909000000001,23.0111075,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_242133,India,2823219f90dbc1e0ea1c,0,ok,2823219f90dbc1e0ea1c.npz,EPSG:32645,0.99255,1.0,1.0,S2A_T44QRK_20230206T045636_L2A,2023-02-06T05:02:38.292000Z,84.76122166666667,21.869981666666664,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_294594,India,c86335c6f3b56cc53f28,1,ok,c86335c6f3b56cc53f28.npz,EPSG:32642,0.9993,0.9968,1.0,S2A_T42QWL_20231111T055051_L2A,2023-11-11T06:02:48.075000Z,69.66495307692307,22.734018717948718,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_130685,India,bf5982b8ba9662aae9cf,0,ok,bf5982b8ba9662aae9cf.npz,EPSG:32645,0.997625,1.0,1.0,S2B_T45QTD_20230211T050134_L2A,2023-02-11T05:02:51.471000Z,84.45621,21.07512,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_494960,India,559d2936fc6e5802fdfa,0,ok,559d2936fc6e5802fdfa.npz,EPSG:32645,0.9824,0.9904,1.0,S2B_T45QVE_20230221T050037_L2A,2023-02-21T05:02:30.651000Z,86.35066,22.31044,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
India_930248,India,4b67cab2b742ba123302,1,ok,4b67cab2b742ba123302.npz,EPSG:32646,1.0,1.0,1.0,S2A_T46RGR_20230108T042807_L2A,2023-01-08T04:30:45.623000Z,95.48097,27.34285,/kaggle/input/notebooks/aaryanadutta/nb13-200-sih/nb13_india_transfer,
