source_id,country,block_id,lat,lon,is_eog_flare,eog_flare_id,chip_id,batch_order
Iraq_32729,Iraq,Iraq_b99973100032,35.38056,43.37862,0,,c92ba5c9033bb95c339d,4
Libya_2516,Libya,Libya_b99955099976,26.63507,14.435649999999999,0,,6e027dcb03a9cd1f85b2,4
Nigeria_28668,Nigeria,Nigeria_b99988099963,5.640135,6.667728333333334,1,s_3946,cc8fc96ddd273e6e9e7b,4
Algeria_8929,Algeria,Algeria_b100000100002,31.76545,6.268800000000001,0,,ebe44b1ef5c90833ffda,5
Angola_623789,Angola,Angola_b99939100060,-6.318169999999999,12.536566666666667,1,s_2035,143b9415ee96f76e1b97,5
Indonesia_110447,Indonesia,Indonesia_b100129099956,-7.607085,127.37672,0,,5e067b9bd074fedd625a,5
Iraq_33880,Iraq,Iraq_b99972100046,36.60143,43.25359,0,,0997868b29fcfc4592b9,5
Libya_2075,Libya,Libya_b100037100043,32.63375,22.85473,0,,36897572e3f03b92b974,5
Nigeria_42858,Nigeria,Nigeria_b99972099965,5.8193729411764705,5.200427058823529,1,s_3954,201055ce3c7c4e6aeabd,5
Algeria_255,Algeria,Algeria_b99938100047,35.80291051948052,-0.21593961038961038,1,s_19895a,aff380590a84236b80a6,6
Angola_708733,Angola,Angola_b99949100036,-8.49575,13.5086,0,,fd5a70d55afb00313f2c,6
Indonesia_58413,Indonesia,Indonesia_b99841100050,0.8469925581395348,101.39289255813952,1,s_4585,f4af7a0281c0b66c8c83,6
Iraq_7830,Iraq,Iraq_b99982100041,36.164125,44.3432075,0,,472d4d817974bf78d96b,6
Libya_2306,Libya,Libya_b100027100045,32.81924,21.78648,0,,38ab23eb280df5f43dbb,6
Nigeria_53060,Nigeria,Nigeria_b99988099956,5.029693333333333,6.694793333333333,1,s_4009a,ec0e4155480beda08739,6
Algeria_2790,Algeria,Algeria_b99972100017,33.066997931034486,3.3330055172413795,1,m_301,37c1fb5027894bdf3265,7
Angola_299863,Angola,Angola_b100010100033,-8.7685975,19.106315,0,,c5f6bf2d1efea76aaf57,7
Indonesia_20097,Indonesia,Indonesia_b99968100008,-2.972154117647059,112.86771470588235,0,,ec241e7e6d1262e4d095,7
Iraq_6102,Iraq,Iraq_b99990100042,36.2554,45.1083,0,,7795740ff634e2967650,7
Libya_1817,Libya,Libya_b99952099967,25.8372,14.09127,0,,522c1d41483abc611e3d,7
Nigeria_319387,Nigeria,Nigeria_b99981100041,12.630775,6.0434149999999995,0,,1336ab568b1c0ca11adf,7
Algeria_10614,Algeria,Algeria_b99986100049,35.9413,4.83115,0,,300a4b1492aa3e293d88,8
Angola_94537,Angola,Angola_b99969100022,-9.713568,15.304532666666667,0,,00cc88956b4852c76856,8
Indonesia_117244,Indonesia,Indonesia_b99878100005,-3.180615,104.741935,0,,e3bbf9c99e0228f5d00c,8
Iraq_32338,Iraq,Iraq_b99979100011,33.47247,43.99543,0,,8e95676dfa51da79a1a6,8
Libya_2189,Libya,Libya_b99943099975,26.553330000000003,13.16233,0,,b952e8d3358b08cd5d77,8
Nigeria_125859,Nigeria,Nigeria_b99974099963,5.643372,5.361525,1,s_3648,ed23a7925030272dfe12,8
Algeria_4911,Algeria,Algeria_b99994099993,30.8873,5.6632,0,,e731a8adbaed38c26daa,9
Angola_56051,Angola,Angola_b100036100041,-8.06024625,21.44819625,0,,2bd67d5e0199e485d6b5,9
Indonesia_47100,Indonesia,Indonesia_b99943100030,-0.991945,110.56039,0,,8d41b385580360e10485,9
Iraq_20074,Iraq,Iraq_b99978100011,33.51346,43.89408,1,s_20989,1c2292696a8b0ca6054f,9
Libya_538,Libya,Libya_b99956099981,27.06451,14.47305,0,,65bc335b376a7ca908be,9
Nigeria_202008,Nigeria,Nigeria_b99957100010,9.85023,3.796556666666667,0,,3cc5104ad44d7e5f7190,9
Algeria_5357,Algeria,Algeria_b99937100047,35.807429166666665,-0.3379016666666667,0,,05ebef3f28380a4d56e2,10
Angola_488655,Angola,Angola_b99952100040,-8.075365999999999,13.769304,0,,e6c7b363ed7b81207934,10
Indonesia_95918,Indonesia,Indonesia_b99966099958,-7.42515,112.63653500000001,0,,ad827fb6bf6055503ab0,10
Iraq_3835,Iraq,Iraq_b100004099982,30.86649142857143,46.70213428571429,0,,5a38713216e8aefbc5f6,10
Libya_407,Libya,Libya_b99918099967,25.8351,10.5744,0,,b97ee11a09f48a2ee72c,10
Nigeria_347562,Nigeria,Nigeria_b99985099955,4.89252,6.37454,1,s_3787,d52f8c2c4ae717c3837a,10
Algeria_12935,Algeria,Algeria_b99970100015,32.91604,3.17156,0,,66b1e4242a485b2582f8,11
Angola_791019,Angola,Angola_b100036099947,-16.43795,21.5037675,0,,9cd9d6b7c2303ddfe520,11
Indonesia_61999,Indonesia,Indonesia_b99956099962,-7.0352820000000005,111.745912,1,s_2610,a40ceeb53adc7c76c6a1,11
Iraq_35419,Iraq,Iraq_b99979100044,36.47408,43.95407,0,,9d74d44a6b59a3540ea9,11
Libya_3324,Libya,Libya_b100000100004,29.134456666666665,19.07303333333333,0,,1e7f54021a2708d8e0c5,11
Nigeria_87648,Nigeria,Nigeria_b99965099997,8.737026,4.526044000000001,0,,876bd1a1d3bbd8412fbf,11
Algeria_13041,Algeria,Algeria_b100017100053,36.35852,8.09895,0,,49fcd21001b5147583b4,12
Angola_522447,Angola,Angola_b99962099989,-12.7164425,14.65125375,0,,93b541be60e54f89f604,12
Indonesia_58411,Indonesia,Indonesia_b100018100034,-0.5826993886462882,117.38494816593887,1,s_2644,b219d1fc504e16ea6ac9,12
Iraq_26913,Iraq,Iraq_b99984100038,35.95191,44.57414,0,,523e93fcb913c69c1f83,12
Libya_2767,Libya,Libya_b100021100044,32.77117,21.21887,0,,96af3a91d9ea2b3a76ae,12
Nigeria_322551,Nigeria,Nigeria_b99960099983,7.397868333333334,4.115225,0,,d2d4e68014c54891aa6e,12
Algeria_4935,Algeria,Algeria_b99996100004,31.8926,5.9098,1,s_20138,8fcda36568e6a5f974f0,13
Angola_942753,Angola,Angola_b99978100057,-6.584644,16.093328,0,,6331d4b6aae099b4d9b3,13
Indonesia_45064,Indonesia,Indonesia_b100019100037,-0.3346766666666667,117.42248,1,m_35,0f94177a810bd0128966,13
Iraq_12740,Iraq,Iraq_b99970100047,36.72195571428572,42.99142714285715,0,,d1bddae82aebe6b20c79,13
Libya_2044,Libya,Libya_b100020100006,29.35473,21.11437,1,s_8186,444b76431298ca3259aa,13
Nigeria_53186,Nigeria,Nigeria_b99986099974,6.585865000000001,6.435669999999999,0,,751d29a1e86ea74f2cc5,13
Algeria_13208,Algeria,Algeria_b100011099966,28.4859,7.5097,1,s_7846,f8bf76656d5e99883db3,14
Angola_390542,Angola,Angola_b99961099987,-12.896895,14.569374999999999,0,,0050f63529dc5f32fdcd,14
Indonesia_74168,Indonesia,Indonesia_b100094099936,-9.431493999999999,124.22405599999999,0,,7869db9d6d72d2cba8fc,14
Iraq_11636,Iraq,Iraq_b99968100048,36.812334444444446,42.78828222222222,0,,5468cb99975c6b4738f8,14
Libya_263,Libya,Libya_b100030100000,28.842752,22.108392000000002,1,s_8109,dc9e8be89c8428213026,14
Nigeria_154666,Nigeria,Nigeria_b100010100001,9.079344444444445,8.63153,0,,55c06d0baf4a8786c207,14
Algeria_5293,Algeria,Algeria_b99945100015,32.8687,0.52187,0,,2155d4cf3cf3e4dc0147,15
Angola_240993,Angola,Angola_b99962100000,-11.719314,14.641738,0,,2622fa5416c9dc484ca3,15
Indonesia_144890,Indonesia,Indonesia_b100279099949,-8.236635,140.91769499999998,0,,06187d2d558cb7f0f0f0,15
Iraq_141,Iraq,Iraq_b100012099991,31.652481431372546,47.51183134640523,1,s_21833,0f06a4a0b4c2627dc8d0,15
Libya_2183,Libya,Libya_b100033099989,27.85913,22.42503,0,,0894ba6876747147f74c,15
Nigeria_253597,Nigeria,Nigeria_b99962100013,10.167447142857142,4.271528571428571,0,,274b380bbdd2ef285c2c,15
Algeria_10245,Algeria,Algeria_b99998100056,36.56876,6.0623,0,,ed7272bc2b12e2738fe5,16
Angola_712441,Angola,Angola_b99963099994,-12.276845,14.71529,0,,e9b715cbbbf90936273e,16
Indonesia_176979,Indonesia,Indonesia_b100055099945,-8.63559,120.68671,0,,4d7244a088e8a54e91c9,16
Iraq_13763,Iraq,Iraq_b99972100047,36.73168769230769,43.28588076923077,1,s_20950,9d7491a73d9e1776a2f5,16
Libya_3166,Libya,Libya_b100022099993,28.205019999999998,21.247335,0,,60d16770cc36a36c61e0,16
Nigeria_122953,Nigeria,Nigeria_b100007099958,5.183811578947368,8.412232631578949,0,,bd574a64ff2b3358e5aa,16
Algeria_13851,Algeria,Algeria_b100001100048,35.91717,6.41979,0,,ae7a78b462d9032805ba,17
Angola_593524,Angola,Angola_b100001099986,-13.01154,18.260887500000003,0,,13605d274fef448bd71e,17
Indonesia_168252,Indonesia,Indonesia_b99914100008,-2.92305,108.02895,0,,66923121cd96e05a3575,17
Iraq_210,Iraq,Iraq_b100010099979,30.564303655097614,47.317718774403474,1,s_21932a,91c33cac06983decf6bb,17
Libya_107,Libya,Libya_b100017100003,29.058665297297296,20.783868486486487,1,s_8092,91303dc8da9dafef2a59,17
Nigeria_130791,Nigeria,Nigeria_b99984099956,5.021602,6.30644,1,s_3635,8f421f23af50a8748ec7,17
Algeria_11450,Algeria,Algeria_b99958099992,30.88328,1.92586,0,,2af352b8beaecf1a3f70,18
Angola_476868,Angola,Angola_b99967099958,-15.4963,15.1667,0,,cc83724dd06efd59a343,18
Indonesia_145080,Indonesia,Indonesia_b100065099990,-4.50994,121.64022,0,,cb08f0517a6267c9d378,18
Iraq_32986,Iraq,Iraq_b99973100031,35.29722,43.37128,0,,d5b8526b868363c59117,18
Libya_1452,Libya,Libya_b100028100000,28.808846666666668,21.85542,0,,2c1860098b0461b2803a,18
Nigeria_314365,Nigeria,Nigeria_b99958100013,10.16763,3.8982166666666664,0,,4271e9d5669cf78016d3,18
Algeria_13669,Algeria,Algeria_b100033099961,28.06381,9.81853,1,s_7924,34e925dbd02742df6d08,19
Angola_608100,Angola,Angola_b100003099940,-17.104226666666666,18.46025,0,,6be8776d06b6032c4e7e,19
Indonesia_170642,Indonesia,Indonesia_b100277099959,-7.36767,140.72531,0,,474f54adbf7c0b36d87b,19
Iraq_19128,Iraq,Iraq_b100010099984,31.079379756097563,47.25793463414634,1,s_21709,088f8adfa33aa7376d35,19
Libya_3178,Libya,Libya_b100013100033,31.789275,20.35079,0,,730078ade3bb367a1922,19
Nigeria_181151,Nigeria,Nigeria_b99980100023,11.06899,5.925805,0,,10556320ee110f9b1bd0,19
Algeria_10340,Algeria,Algeria_b100014100054,36.37585,7.83624,0,,bbf2699f3ad3df2ebf97,20
Angola_411790,Angola,Angola_b99988100024,-9.595611428571429,17.05652,0,,133bd76282e902cf9b2a,20
Indonesia_111230,Indonesia,Indonesia_b99948100048,0.6438466666666667,111.05621666666667,0,,613ac50d462182608700,20
Iraq_16563,Iraq,Iraq_b99974100052,37.192409999999995,43.454395,0,,0058df1ed848b8ccb260,20
Libya_2364,Libya,Libya_b100021099993,28.21973,21.21182,0,,5eaf1b3273aa17c6226a,20
Nigeria_81433,Nigeria,Nigeria_b100040099992,8.23569,11.42448888888889,0,,cb3c5b53fc0e47f31054,20
Algeria_5201,Algeria,Algeria_b100034099958,27.759704,9.890724105263157,1,s_7854,f0f69e81b0769ff33b50,21
Angola_258666,Angola,Angola_b100007100023,-9.606662,18.82067,0,,3db7f6a5483a79c00ea3,21
Indonesia_181254,Indonesia,Indonesia_b99841100049,0.78775,101.39298,1,s_4575,685f4a56c93f35381170,21
Iraq_4959,Iraq,Iraq_b99984100028,34.9932,44.5319,0,,c3a96b5bc2ed16e7dabc,21
Libya_2586,Libya,Libya_b99958099970,26.10409,14.68499,0,,abfce6780d7ac3a34d95,21
Nigeria_202913,Nigeria,Nigeria_b100022099979,7.062923333333333,9.768321666666667,0,,26861f8742849e54b04e,21
Algeria_13845,Algeria,Algeria_b100015100054,36.420328,7.8952659999999995,0,,6e75ed01425b67b3ec84,22
Angola_218641,Angola,Angola_b99968099996,-12.0342,15.256941000000001,0,,556a829cb741a0149e5b,22
Indonesia_10953,Indonesia,Indonesia_b99910100007,-2.9872,107.5882,0,,ee9d6a7d59042c59ef22,22
Iraq_357,Iraq,Iraq_b99999099992,31.768311831325303,46.06832187148594,1,s_22039,f36c057ac5e907d590dd,22
Libya_488,Libya,Libya_b100029100000,28.837262,22.021526,0,,f51fe1b5be597f010b6e,22
Nigeria_463768,Nigeria,Nigeria_b100020100023,11.03093,9.55429,0,,d8e15d5de2f4dde99ce2,22
Algeria_12564,Algeria,Algeria_b100029099962,28.176944090909092,9.40486,1,s_7873,127d4bf054845e311bd1,23
Angola_933471,Angola,Angola_b100042099989,-12.66584,22.01754,0,,f28507d38ad7e2900cbd,23
Indonesia_166829,Indonesia,Indonesia_b99964100037,-0.3,112.51134,0,,08cd655cc0e29880d3a6,23
Iraq_70,Iraq,Iraq_b99977100039,35.97545944712829,43.770798132045094,1,s_20881,d38b5d31a5a18d2579d6,23
Libya_925,Libya,Libya_b99931099969,26.0364625,11.973095,1,s_7885,31ea85d4082322680069,23
Nigeria_199139,Nigeria,Nigeria_b99979100000,8.94627,5.79761,0,,a6cec69283c74e2b0f50,23
Algeria_2641,Algeria,Algeria_b99995099993,30.9653,5.7602,1,s_20150,c57507985999e62958de,24
Angola_729636,Angola,Angola_b99963100020,-9.902825,14.715974,0,,dd5b63a4c7da3e722198,24
Indonesia_147036,Indonesia,Indonesia_b99947099953,-7.88754,110.94994,0,,cc8c7e5684c7f8f3de0a,24
Iraq_32048,Iraq,Iraq_b99968100042,36.27559,42.85662,0,,55d2ff719441910045a0,24
Libya_2632,Libya,Libya_b99956099973,26.41426,14.47517,0,,61893697da7b29bd7265,24
Nigeria_366638,Nigeria,Nigeria_b99951099995,8.545756666666668,3.30603,0,,0e9f852ede314ad9c736,24
Algeria_13190,Algeria,Algeria_b100006100059,36.85633,6.98053,0,,4574b6a8926ad3ad2ab3,25
Angola_13849,Angola,Angola_b100004099984,-13.112398571428571,18.49151857142857,0,,295c313ea4d02653290b,25
Indonesia_160802,Indonesia,Indonesia_b99962099957,-7.48122,112.33834,0,,bf173b205d917ded8385,25
Iraq_74,Iraq,Iraq_b99973100048,36.776112048192765,43.3285443373494,1,m_335,f34b2c1ac0a63897802e,25
Libya_3129,Libya,Libya_b99951099985,27.465600000000002,14.01118,0,,dbdb63313f65ecf12a80,25
Nigeria_46805,Nigeria,Nigeria_b100066100049,13.35926,13.72401,0,,1e6f04a1c3fc5cea815d,25
Algeria_14071,Algeria,Algeria_b100031099954,27.456824705882354,9.605205294117647,1,s_7918,3f00c608342952fe272e,26
Angola_193906,Angola,Angola_b100022099996,-12.07835,20.13503,0,,a430a9e0a1cfeeeab104,26
Indonesia_151871,Indonesia,Indonesia_b100265099952,-7.9791,139.6032,0,,ef82de5d54143ceee2c4,26
Iraq_325,Iraq,Iraq_b100010099982,30.829570659340657,47.33683267399267,1,m_369,e9936057274442d9958d,26
Libya_1836,Libya,Libya_b99911099988,27.70508,9.90386,0,,df94f7744dd933b52f23,26
Nigeria_276136,Nigeria,Nigeria_b99969099991,8.133791666666667,4.95309,0,,4bbd1488f689ad68e250,26
Algeria_11701,Algeria,Algeria_b100031099968,28.717064999999998,9.572705,0,,250e74b4b960923ff0d2,27
Angola_845450,Angola,Angola_b100039100015,-10.360054,21.743078,0,,164b2f370f68757d5e72,27
Indonesia_155965,Indonesia,Indonesia_b100075100049,0.778655,122.539905,0,,31c23a8ad7105e811261,27
Iraq_22771,Iraq,Iraq_b99977100045,36.52605,43.79711,0,,7a2269567e281044c412,27
Libya_907,Libya,Libya_b100032099991,28.03281,22.29552,1,s_8105,fef3cf8c15d0899c86d7,27
Nigeria_475045,Nigeria,Nigeria_b99981099960,5.38152,6.0341,1,s_3613,606d5683a80886430bcf,27
Algeria_9493,Algeria,Algeria_b100005100007,32.16304,6.84442,1,s_20271,04e3e6134a313b9122fe,28
Angola_77518,Angola,Angola_b99981100056,-6.690133333333333,16.4149,0,,08a39918c973d8efdd72,28
Indonesia_144528,Indonesia,Indonesia_b100102099948,-8.31046,124.93798,0,,b0f3c29542b6c164173c,28
Iraq_24502,Iraq,Iraq_b99982100027,34.88036,44.33494,0,,b47960ebc23fe8f6da5d,28
Libya_1743,Libya,Libya_b100011100036,32.074985,20.124275,0,,811dc8df55aae794b411,28
Nigeria_69550,Nigeria,Nigeria_b99999099989,7.990023333333333,7.674976666666667,0,,bc9512fbd33497e721ff,28
Algeria_10476,Algeria,Algeria_b100002100050,36.053936,6.504810000000001,0,,d849e0060850d4b69fc6,29
Angola_61508,Angola,Angola_b99960099998,-11.886544285714285,14.475662857142856,0,,6cf2934b7dbc1c19a617,29
Indonesia_129781,Indonesia,Indonesia_b99871100011,-2.657005,104.151115,1,s_2468,7bf2e84d9e15e55336bf,29
Iraq_25568,Iraq,Iraq_b99994099998,32.3348,45.63354,0,,3d75cae0e2e27f4bc7a1,29
Libya_839,Libya,Libya_b99941100008,29.501042222222225,12.971689111111111,1,s_7844,2ecad96238e9f4256c14,29
Nigeria_53045,Nigeria,Nigeria_b99983100052,13.62177888888889,6.199586666666666,0,,195225896c193df3f9f4,29
Algeria_3968,Algeria,Algeria_b99986100058,36.8086,4.7844,0,,739f1444e184cd896a4f,30
Angola_798769,Angola,Angola_b99974100020,-9.901533333333333,15.779313333333334,0,,fa879db3b8080f600438,30
Indonesia_34646,Indonesia,Indonesia_b100256099954,-7.8291875,138.778805,0,,9a1955b2994320bc2792,30
Iraq_31131,Iraq,Iraq_b99967100050,36.962140000000005,42.718734999999995,0,,fd2629c584dabb01b095,30
Libya_337,Libya,Libya_b100007100018,30.44908,19.714603333333333,0,,9d9c2abed96197a457f1,30
Nigeria_289534,Nigeria,Nigeria_b99990099955,4.925942,6.863586,1,s_4023,b5ad98c6f6b1edc0c0f2,30
Algeria_10101,Algeria,Algeria_b99981100054,36.46052,4.34884,0,,47a019ebfd018d8c6ca3,31
Angola_247454,Angola,Angola_b99958099993,-12.301314999999999,14.321125,0,,fff27ebe908001bbbc59,31
Indonesia_38089,Indonesia,Indonesia_b100067099990,-4.5293575,121.7714425,0,,e8cfec4561c7b0234723,31
Iraq_311,Iraq,Iraq_b100011099975,30.21662350096712,47.39065036750484,1,s_21697,941dbc151ddd3f1ab042,31
Libya_370,Libya,Libya_b100018100001,28.908201428571427,20.927768571428572,0,,7c36af90979686241311,31
Nigeria_59047,Nigeria,Nigeria_b99949099985,7.614196666666667,3.078463333333333,0,,4342d6329260104642e3,31
Algeria_12181,Algeria,Algeria_b99997100056,36.629580000000004,6.029965000000001,0,,0eacac5b987cd57b502d,32
Angola_404378,Angola,Angola_b100052099993,-12.311303333333333,22.966126666666668,0,,c5a35382d73165b8020f,32
Indonesia_95481,Indonesia,Indonesia_b99946100018,-2.0204,110.89025000000001,0,,465d70c896fa664225e9,32
Iraq_356,Iraq,Iraq_b100014099975,30.266174664246826,47.71483482758621,1,s_21545,760c5870380590526d1e,32
Libya_2106,Libya,Libya_b99949100042,32.59011,13.8007,0,,c6c4e6ef97d7bd2aec80,32
Nigeria_392441,Nigeria,Nigeria_b100019099985,7.59907,9.46597,0,,92bd0fccd87d6d627634,32
Algeria_11289,Algeria,Algeria_b100024099999,31.435595714285714,8.820348571428571,1,s_20262,018bf86f4e646d6962ec,33
Angola_967756,Angola,Angola_b99950099973,-14.15993,13.59591,0,,7169ca6bd47c6662ec63,33
Indonesia_68656,Indonesia,Indonesia_b100024100079,3.4757493333333334,117.86428266666667,1,s_4763,9e7b11b488390fcbfb52,33
Iraq_29159,Iraq,Iraq_b99982100004,32.84278,44.29789,1,m_337,1328c83a710f27b919e3,33
Libya_2249,Libya,Libya_b99990100007,29.45603,17.96826,0,,70c88ac044813d4d1379,33
Nigeria_245091,Nigeria,Nigeria_b99991100020,10.786865714285714,6.9164771428571425,0,,d43ed70f1b45f4c67c65,33
Algeria_10939,Algeria,Algeria_b100001100007,32.182125,6.446904999999999,0,,14bc1f285aba84b9c728,34
Angola_463802,Angola,Angola_b99937100061,-6.213153260869565,12.394439239130437,1,s_2177,fb8a012d0628163f8368,34
Indonesia_63239,Indonesia,Indonesia_b99793100099,5.2275208,97.090052,1,s_4504,9a9f734cee488f573394,34
Iraq_27397,Iraq,Iraq_b99951100017,34.06401,40.98653,1,s_21096,545c196299f7cc333d22,34
Libya_2823,Libya,Libya_b100012100038,32.1786,20.28391,0,,9c9d4fd8f14558581003,34
Nigeria_458617,Nigeria,Nigeria_b99968100000,8.95467,4.8465,0,,c7df59d505e36a9f3b62,34
Algeria_10944,Algeria,Algeria_b99991100035,34.66525,5.31524,0,,f4887e54e9e1135b5de2,35
Angola_658578,Angola,Angola_b100057100007,-11.062676,23.352339999999998,0,,6c4e900a8160b03e428a,35
Indonesia_28774,Indonesia,Indonesia_b99972100023,-1.6079966666666667,113.25353666666666,0,,7fde9f3d4fd3924ab59f,35
Iraq_27309,Iraq,Iraq_b99985100012,33.56639,44.5919,0,,172149ff30b5d7f7b2b8,35
Libya_1814,Libya,Libya_b99910099998,28.64156,9.84845,0,,7c3e6f3b7d5331f57b06,35
Nigeria_148184,Nigeria,Nigeria_b99997100011,9.996374,7.438294000000001,0,,04f5fe34a25c145111f6,35
Algeria_4844,Algeria,Algeria_b99997100003,31.828766666666667,5.9726,1,s_20158,f8f537a37c23eaa43deb,36
Angola_344428,Angola,Angola_b99984099956,-15.63849,16.681796666666667,0,,20dde9567eb1b9721793,36
Indonesia_48059,Indonesia,Indonesia_b99864100028,-1.1540122727272726,103.46149363636364,1,s_2418,465e4f9453b6a0fa9f1a,36
Iraq_1612,Iraq,Iraq_b99997099999,32.42764,45.87359,0,,5b9762730214fd9b5147,36
Libya_1531,Libya,Libya_b100032100000,28.827291250000002,22.30224875,1,s_8263,d2282f347df65dd5fe36,36
Nigeria_206027,Nigeria,Nigeria_b100002100012,10.04054,7.90181,0,,b2d53c15cb2d45e313e7,36
Algeria_2720,Algeria,Algeria_b100014100053,36.34157,7.77092,0,,29ba605b48035c9d0daf,37
Angola_349154,Angola,Angola_b99995100035,-8.5548425,17.656122500000002,0,,42111b54e627a69100d4,37
Indonesia_59933,Indonesia,Indonesia_b99864100024,-1.4777736000000001,103.50873453333334,1,s_2461,048cb9777264912ac470,37
Iraq_1006,Iraq,Iraq_b99981100032,35.38841818181818,44.22462212121212,1,s_21012,3dbc9701d8efb442bf7a,37
Libya_2359,Libya,Libya_b99952100043,32.6802,14.11131,0,,ce5ac962b4571fe9fcb9,37
Nigeria_364958,Nigeria,Nigeria_b99979100004,9.348293333333332,5.81863,0,,dbe12ca9951433f5f6d2,37
Algeria_2917,Algeria,Algeria_b100018100057,36.707883333333335,8.240723333333333,0,,ff6b9bbdc9b9b9df6985,38
Angola_41643,Angola,Angola_b99983100026,-9.371958333333334,16.618215,0,,20e7052f449686cf5a2d,38
Indonesia_84951,Indonesia,Indonesia_b99787100097,5.097370000000001,96.55419666666667,0,,a79a085a2ab998a521cd,38
Iraq_4954,Iraq,Iraq_b99995099993,31.8254,45.7196,0,,1e35efc85bbb74e62a61,38
Libya_741,Libya,Libya_b100025100005,29.256136326530612,21.54793367346939,1,s_8183,3ecfaf9a18281279a13c,38
Nigeria_237877,Nigeria,Nigeria_b100028099981,7.2538,10.29772,0,,d87b169d1f4e586d3ab3,38
Algeria_8592,Algeria,Algeria_b99998100058,36.770626666666665,6.089666666666666,0,,b1e4fdde08b82960eb55,39
Angola_923440,Angola,Angola_b99982100028,-9.17473,16.530395,0,,c0004153102c87c21e0d,39
Indonesia_122872,Indonesia,Indonesia_b100017100046,0.52315,117.273065,0,,24bd58188c04e7680bff,39
Iraq_34382,Iraq,Iraq_b99984100039,36.014615,44.486165,1,s_21153,af630a8cff9becd6f617,39
Libya_783,Libya,Libya_b100009099993,28.20909391304348,19.916295507246378,1,s_8168,5c22d60fe855c9deef32,39
Nigeria_211310,Nigeria,Nigeria_b100043099993,8.35983,11.65114,0,,dbe8365070706a873246,39
Algeria_12997,Algeria,Algeria_b99983100059,36.86621,4.49171,0,,1474410ee94d7b38a7e4,40
Angola_327952,Angola,Angola_b99987100030,-9.055876666666666,16.983973333333335,0,,61328bbefa5d3bafa43f,40
Indonesia_31,Indonesia,Indonesia_b99864100011,-2.694406734693877,103.5039451020408,1,s_2475,008e9c406330b22a1bce,40
Iraq_16707,Iraq,Iraq_b99980100052,37.20792,44.11679,0,,e89e0e1966c50ec8f222,40
